datetime,patients,day_of_week,day_of_week_name,month,is_weekend,holiday,holiday_name,weather,weather_type,weather_severity,hospital capacity,is_capped,is_emergency,emergency_spike,is_outbreak,outbreak_intensity,is_staff_shortage,staff_shortage_impact,scenario_primary,scenario_code,y_patients_t_plus_1,y_patients_t_plus_24,hour,season,week_of_year,shift_period,is_holiday,is_holiday_or_event,event_flag,arrivals,admissions,discharges,transfers,emergency_arrivals,elective_arrivals,waiting_patients,avg_wait_time_minutes,occupancy_rate,bed_occupancy,occupied_beds,available_beds,available_doctors,available_nurses,staff_on_duty,doctor_shortage,nurse_shortage,bed_shortage,appointments_count,or_bookings_count,delayed_discharge_count,department_pressure_score,er_pressure_score,doctors_available,nurses_available,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24,predicted_patients_next_hour
2025-07-27 23:00:00,76,6,Sunday,7,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,76,108,23,Summer,30,Night,0,0,0,13,4,8,0,6,7,2,24,0.58,0.58,126,92,36,82,118,0,0,0,5,0,0,39.25,43.96,36,82,69,84,76.33,80.33,79.58,76
2025-07-28 00:00:00,76,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,81,85,0,Summer,31,Night,0,0,0,11,5,8,0,4,7,3,26,0.58,0.58,126,92,36,82,118,0,0,0,5,0,0,40.85,45.75,36,82,76,56,73.33,78.33,79.25,81
2025-07-28 01:00:00,81,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,74,87,1,Summer,31,Night,0,0,0,13,6,7,0,5,8,3,26,0.58,0.58,126,92,36,82,118,0,0,0,2,0,0,40.1,44.91,36,82,76,55,73.67,77.67,80.08,74
2025-07-28 02:00:00,74,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,79,80,2,Summer,31,Night,0,0,0,13,6,9,0,5,8,2,24,0.58,0.58,126,92,36,82,118,0,0,0,4,1,0,39.0,43.68,36,82,81,62,77.67,77.0,81.17,79
2025-07-28 03:00:00,79,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,72,81,3,Summer,31,Night,0,0,0,14,6,8,0,5,9,4,29,0.58,0.58,126,92,36,82,118,0,0,0,4,0,0,42.2,47.26,36,82,74,45,77.0,75.17,81.67,72
2025-07-28 04:00:00,72,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,72,79,4,Summer,31,Night,0,0,0,13,6,7,0,5,8,2,24,0.58,0.58,126,92,36,82,118,0,0,0,6,3,0,39.5,44.24,36,82,79,57,78.0,75.83,83.08,72
2025-07-28 05:00:00,72,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,101,79,5,Summer,31,Night,0,0,0,15,6,8,0,6,9,3,26,0.58,0.58,126,92,36,82,118,0,0,0,6,2,0,41.1,46.03,36,82,72,54,75.0,76.33,83.71,101
2025-07-28 06:00:00,101,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,100,105,6,Summer,31,Night,0,0,0,14,6,13,0,5,9,3,26,0.58,0.58,126,92,36,82,118,0,0,15,2,1,0,40.1,44.91,36,82,72,71,74.33,75.67,84.46,100
2025-07-28 07:00:00,100,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,3,0,0,0,0,Normal Operations,0,117,106,7,Summer,31,Morning,0,0,0,20,9,11,1,8,12,3,26,0.58,0.58,126,92,42,96,138,0,0,13,5,6,0,40.85,45.75,42,96,101,74,81.67,79.83,85.71,117
2025-07-28 08:00:00,117,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,12,0,0,0,0,Normal Operations,0,130,127,8,Summer,31,Morning,0,0,0,29,12,14,1,11,18,5,32,0.58,0.58,126,92,42,96,138,0,0,31,20,4,0,47.8,53.54,42,96,100,88,91.0,83.0,86.79,130
2025-07-28 09:00:00,130,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,13,0,0,0,0,Normal Operations,0,142,139,9,Summer,31,Morning,0,0,0,30,13,15,1,11,19,6,35,0.596,0.596,130,88,42,96,138,0,0,49,18,3,0,49.88,55.87,42,96,117,96,106.0,90.17,88.0,142
2025-07-28 10:00:00,142,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,13,0,0,0,0,Normal Operations,0,139,145,10,Summer,31,Morning,0,0,0,31,13,15,1,12,19,6,35,0.651,0.651,142,76,42,96,138,0,0,74,22,6,0,54.18,60.68,42,96,130,101,115.67,98.67,89.42,139
2025-07-28 11:00:00,139,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,11,0,0,0,0,Normal Operations,0,149,142,11,Summer,31,Morning,0,0,0,29,12,13,1,11,18,6,35,0.638,0.638,139,79,42,96,138,0,0,67,20,3,0,52.86,59.2,42,96,142,100,129.67,110.33,91.12,149
2025-07-28 12:00:00,149,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,16,0,0,0,0,Normal Operations,0,127,149,12,Summer,31,Morning,0,0,0,34,15,19,1,13,21,6,35,0.683,0.683,149,69,42,96,138,0,0,88,23,5,0,56.36,63.12,42,96,139,108,137.0,121.5,92.75,127
2025-07-28 13:00:00,127,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,7,0,0,0,0,Normal Operations,0,122,127,13,Summer,31,Morning,0,0,0,26,11,8,1,10,16,3,26,0.583,0.583,127,91,42,96,138,0,0,43,22,2,0,45.25,50.68,42,96,149,97,143.33,129.5,94.46,122
2025-07-28 14:00:00,122,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,3,0,0,0,0,Normal Operations,0,126,125,14,Summer,31,Morning,0,0,0,22,9,14,1,8,14,5,32,0.58,0.58,126,92,42,96,138,0,0,37,22,3,0,48.3,54.1,42,96,127,92,138.33,134.0,95.71,126
2025-07-28 15:00:00,126,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,122,131,15,Summer,31,Evening,0,0,0,18,8,11,1,7,11,1,21,0.58,0.58,126,92,42,96,138,0,0,41,20,5,0,41.4,46.37,42,96,122,91,132.67,134.83,96.96,122
2025-07-28 16:00:00,122,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,5,0,0,0,0,Normal Operations,0,116,119,16,Summer,31,Evening,0,0,0,24,10,19,1,9,15,5,32,0.58,0.58,126,92,42,96,138,0,0,37,21,6,1,48.05,53.82,42,96,126,97,125.0,134.17,98.42,116
2025-07-28 17:00:00,116,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,4,0,0,0,0,Normal Operations,0,108,119,17,Summer,31,Evening,0,0,0,24,10,19,1,9,15,4,29,0.58,0.58,126,92,42,96,138,0,0,30,6,4,1,42.7,47.82,42,96,122,88,123.33,130.83,99.46,108
2025-07-28 18:00:00,108,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,116,123,18,Summer,31,Evening,0,0,0,17,7,16,1,8,9,4,29,0.58,0.58,126,92,42,96,138,0,0,22,2,2,1,41.7,46.7,42,96,116,80,121.33,127.0,100.62,116
2025-07-28 19:00:00,116,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,118,124,19,Summer,31,Evening,0,0,0,20,9,23,1,10,10,4,29,0.58,0.58,126,92,42,96,138,0,0,30,5,2,1,42.45,47.54,42,96,108,85,115.33,120.17,101.79,118
2025-07-28 20:00:00,118,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,90,118,20,Summer,31,Evening,0,0,0,20,9,23,1,10,10,2,24,0.58,0.58,126,92,42,96,138,0,0,32,6,2,0,39.5,44.24,42,96,116,85,113.33,118.33,103.08,90
2025-07-28 21:00:00,90,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,97,99,21,Summer,31,Evening,0,0,0,15,6,8,0,7,8,3,26,0.58,0.58,126,92,42,96,138,0,0,3,5,0,0,40.85,45.75,42,96,118,75,114.0,117.67,104.46,97
2025-07-28 22:00:00,97,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,108,105,22,Summer,31,Evening,0,0,0,19,8,9,1,9,10,3,26,0.58,0.58,126,92,42,96,138,0,0,10,1,0,0,39.85,44.63,42,96,90,69,108.0,111.67,105.08,108
2025-07-28 23:00:00,108,0,Monday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,85,106,23,Summer,31,Night,0,0,0,21,9,11,1,10,11,6,35,0.58,0.58,126,92,36,82,118,0,0,22,6,2,0,45.9,51.41,36,82,97,76,101.67,107.5,106.25,85
2025-07-29 00:00:00,85,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,87,86,0,Summer,31,Night,0,0,0,19,8,8,1,7,12,3,26,0.58,0.58,126,92,36,82,118,0,0,0,3,0,0,40.35,45.19,36,82,108,76,98.33,106.17,107.58,87
2025-07-29 01:00:00,87,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,80,93,1,Summer,31,Night,0,0,0,18,8,7,1,7,11,3,26,0.58,0.58,126,92,36,82,118,0,0,0,4,2,0,40.6,45.47,36,82,85,81,96.67,102.33,107.96,80
2025-07-29 02:00:00,80,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,81,85,2,Summer,31,Night,0,0,0,12,5,8,0,5,7,3,26,0.58,0.58,126,92,36,82,118,0,0,0,3,1,0,40.35,45.19,36,82,87,74,93.33,97.5,108.21,81
2025-07-29 03:00:00,81,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,79,89,3,Summer,31,Night,0,0,0,13,6,9,0,5,8,2,24,0.58,0.58,126,92,36,82,118,0,0,0,5,1,0,39.25,43.96,36,82,80,79,84.0,91.17,108.46,79
2025-07-29 04:00:00,79,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,79,86,4,Summer,31,Night,0,0,0,12,5,8,0,5,7,4,29,0.58,0.58,126,92,36,82,118,0,0,0,6,1,0,42.7,47.82,36,82,81,72,82.67,89.67,108.54,79
2025-07-29 05:00:00,79,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,105,87,5,Summer,31,Night,0,0,0,12,5,7,0,5,7,3,26,0.58,0.58,126,92,36,82,118,0,0,0,7,2,0,41.35,46.31,36,82,79,72,80.0,86.67,108.83,105
2025-07-29 06:00:00,105,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,106,113,6,Summer,31,Night,0,0,0,16,7,11,1,6,10,3,26,0.58,0.58,126,92,36,82,118,0,0,19,4,2,0,40.6,45.47,36,82,79,101,79.67,81.83,109.12,106
2025-07-29 07:00:00,106,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,127,109,7,Summer,31,Morning,0,0,0,19,8,11,1,7,12,1,21,0.58,0.58,126,92,42,96,138,0,0,20,3,5,0,37.15,41.61,42,96,105,100,87.67,85.17,109.29,127
2025-07-29 08:00:00,127,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,7,0,0,0,0,Normal Operations,0,139,135,8,Summer,31,Morning,0,0,0,28,12,11,1,11,17,5,32,0.583,0.583,127,91,42,96,138,0,0,43,19,4,0,47.7,53.42,42,96,106,117,96.67,88.33,109.54,139
2025-07-29 09:00:00,139,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,9,0,0,0,0,Normal Operations,0,145,148,9,Summer,31,Morning,0,0,0,30,13,11,1,11,19,5,32,0.638,0.638,139,79,42,96,138,0,0,67,23,3,0,52.01,58.25,42,96,127,130,112.67,96.17,109.96,145
2025-07-29 10:00:00,145,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,11,0,0,0,0,Normal Operations,0,142,151,10,Summer,31,Morning,0,0,0,32,14,15,1,12,20,7,38,0.665,0.665,145,73,42,96,138,0,0,80,19,4,1,55.86,62.56,42,96,139,142,124.0,105.83,110.33,142
2025-07-29 11:00:00,142,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,12,0,0,0,0,Normal Operations,0,149,152,11,Summer,31,Morning,0,0,0,33,14,21,1,13,20,7,38,0.651,0.651,142,76,42,96,138,0,0,74,26,5,1,56.78,63.59,42,96,145,139,137.0,116.83,110.46,149
2025-07-29 12:00:00,149,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,12,0,0,0,0,Normal Operations,0,127,152,12,Summer,31,Morning,0,0,0,33,14,17,1,13,20,5,32,0.683,0.683,149,69,42,96,138,0,0,88,22,5,0,54.51,61.05,42,96,142,149,142.0,127.33,110.58,127
2025-07-29 13:00:00,127,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,125,135,13,Summer,31,Morning,0,0,0,22,9,17,1,8,14,5,32,0.583,0.583,127,91,42,96,138,0,0,43,19,3,0,47.7,53.42,42,96,149,127,145.33,134.67,110.58,125
2025-07-29 14:00:00,125,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,131,133,14,Summer,31,Morning,0,0,0,18,8,15,1,7,11,4,29,0.58,0.58,126,92,42,96,138,0,0,40,19,5,0,45.95,51.46,42,96,127,122,139.33,138.17,110.58,131
2025-07-29 15:00:00,131,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,4,0,0,0,0,Normal Operations,0,119,131,15,Summer,31,Evening,0,0,0,25,11,14,1,10,15,7,38,0.601,0.601,131,87,42,96,138,0,0,51,23,5,1,53.01,59.37,42,96,125,126,133.67,137.83,110.71,119
2025-07-29 16:00:00,119,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,2,0,0,0,0,Normal Operations,0,119,127,16,Summer,31,Evening,0,0,0,23,10,18,1,9,14,4,29,0.58,0.58,126,92,42,96,138,0,0,33,21,1,1,46.45,52.02,42,96,131,122,127.67,136.5,110.92,119
2025-07-29 17:00:00,119,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,123,125,17,Summer,31,Evening,0,0,0,18,8,17,1,7,11,3,26,0.58,0.58,126,92,42,96,138,0,0,33,9,4,1,41.85,46.87,42,96,119,116,125.0,132.17,110.79,123
2025-07-29 18:00:00,123,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,4,0,0,0,0,Normal Operations,0,124,128,18,Summer,31,Evening,0,0,0,25,11,17,1,12,13,4,29,0.58,0.58,126,92,42,96,138,0,0,38,6,2,1,42.7,47.82,42,96,119,108,123.0,128.33,110.92,124
2025-07-29 19:00:00,124,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,118,129,19,Summer,31,Evening,0,0,0,20,9,15,1,10,10,5,32,0.58,0.58,126,92,42,96,138,0,0,39,9,2,1,45.05,50.46,42,96,123,116,120.33,124.0,111.54,118
2025-07-29 20:00:00,118,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,99,128,20,Summer,31,Evening,0,0,0,22,9,20,1,11,11,4,29,0.58,0.58,126,92,42,96,138,0,0,32,4,2,1,42.2,47.26,42,96,124,118,122.0,123.5,111.88,99
2025-07-29 21:00:00,99,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,105,119,21,Summer,31,Evening,0,0,0,19,8,16,1,9,10,4,29,0.58,0.58,126,92,42,96,138,0,0,12,6,2,0,42.7,47.82,42,96,118,90,121.67,122.33,111.88,105
2025-07-29 22:00:00,105,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,106,114,22,Summer,31,Evening,0,0,0,19,8,10,1,9,10,3,26,0.58,0.58,126,92,42,96,138,0,0,19,9,1,0,41.85,46.87,42,96,99,97,113.67,117.0,112.25,106
2025-07-29 23:00:00,106,1,Tuesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,86,108,23,Summer,31,Night,0,0,0,19,8,8,1,9,10,2,24,0.58,0.58,126,92,36,82,118,0,0,20,6,2,0,39.5,44.24,36,82,105,108,107.33,114.67,112.58,86
2025-07-30 00:00:00,86,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,93,93,0,Summer,31,Night,0,0,0,15,6,10,0,6,9,2,24,0.58,0.58,126,92,36,82,118,0,0,0,6,0,0,39.5,44.24,36,82,106,85,103.33,112.5,112.5,93
2025-07-30 01:00:00,93,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,85,98,1,Summer,31,Night,0,0,0,17,7,11,1,6,11,3,26,0.58,0.58,126,92,36,82,118,0,0,6,3,1,0,40.35,45.19,36,82,86,87,99.0,106.33,112.54,85
2025-07-30 02:00:00,85,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,89,86,2,Summer,31,Night,0,0,0,17,7,8,1,6,11,3,26,0.58,0.58,126,92,36,82,118,0,0,0,8,1,0,41.6,46.59,36,82,93,80,95.0,101.17,112.79,89
2025-07-30 03:00:00,89,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,86,85,3,Summer,31,Night,0,0,0,18,8,6,1,7,11,4,29,0.58,0.58,126,92,36,82,118,0,0,2,2,0,0,41.7,46.7,36,82,85,81,88.0,95.67,113.0,86
2025-07-30 04:00:00,86,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,87,84,4,Summer,31,Night,0,0,0,14,6,9,0,5,9,3,26,0.58,0.58,126,92,36,82,118,0,0,0,7,0,0,41.35,46.31,36,82,89,79,89.0,94.0,113.33,87
2025-07-30 05:00:00,87,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,113,93,5,Summer,31,Night,0,0,0,17,7,9,1,6,11,4,29,0.58,0.58,126,92,36,82,118,0,0,0,2,2,0,41.7,46.7,36,82,86,79,86.67,90.83,113.62,113
2025-07-30 06:00:00,113,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,109,113,6,Summer,31,Night,0,0,0,22,9,11,1,8,14,6,35,0.58,0.58,126,92,36,82,118,0,0,27,1,1,0,44.65,50.01,36,82,87,105,87.33,87.67,113.96,109
2025-07-30 07:00:00,109,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,135,117,7,Summer,31,Morning,0,0,0,22,9,11,1,8,14,4,29,0.58,0.58,126,92,42,96,138,0,0,23,5,5,0,42.45,47.54,42,96,113,106,95.33,92.17,114.29,135
2025-07-30 08:00:00,135,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,11,0,0,0,0,Normal Operations,0,148,140,8,Summer,31,Morning,0,0,0,33,14,21,1,13,20,6,35,0.619,0.619,135,83,42,96,138,0,0,59,19,4,0,51.51,57.69,42,96,109,127,103.0,94.83,114.42,148
2025-07-30 09:00:00,148,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,9,0,0,0,0,Normal Operations,0,151,151,9,Summer,31,Morning,0,0,0,31,13,14,1,12,19,6,35,0.679,0.679,148,70,42,96,138,0,0,86,20,4,0,55.33,61.97,42,96,135,139,119.0,103.17,114.75,151
2025-07-30 10:00:00,151,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,14,0,0,0,0,Normal Operations,0,152,160,10,Summer,31,Morning,0,0,0,36,15,14,1,14,22,7,38,0.693,0.693,151,67,42,96,138,0,0,92,21,4,1,58.01,64.97,42,96,148,145,130.67,113.0,115.12,152
2025-07-30 11:00:00,152,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,11,0,0,0,0,Normal Operations,0,152,156,11,Summer,31,Morning,0,0,0,33,14,15,1,13,20,8,40,0.697,0.697,152,66,42,96,138,0,0,94,22,4,1,60.13,67.35,42,96,151,142,144.67,123.83,115.38,152
2025-07-30 12:00:00,152,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,12,0,0,0,0,Normal Operations,0,135,155,12,Summer,31,Morning,0,0,0,34,15,16,1,13,21,6,35,0.697,0.697,152,66,42,96,138,0,0,94,22,4,0,56.93,63.76,42,96,152,149,150.33,134.67,115.79,135
2025-07-30 13:00:00,135,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,133,137,13,Summer,31,Morning,0,0,0,24,10,11,1,9,15,3,26,0.619,0.619,135,83,42,96,138,0,0,59,21,4,0,47.21,52.88,42,96,152,127,151.67,141.17,115.92,133
2025-07-30 14:00:00,133,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,131,138,14,Summer,31,Morning,0,0,0,20,9,17,1,8,12,5,32,0.61,0.61,133,85,42,96,138,0,0,55,20,2,0,49.61,55.56,42,96,135,125,146.33,145.5,116.25,131
2025-07-30 15:00:00,131,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,127,139,15,Summer,31,Evening,0,0,0,22,9,12,1,8,14,3,26,0.601,0.601,131,87,42,96,138,0,0,51,23,6,0,46.61,52.2,42,96,133,131,140.0,145.17,116.58,127
2025-07-30 16:00:00,127,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,125,141,16,Summer,31,Evening,0,0,0,22,9,25,1,8,14,3,26,0.583,0.583,127,91,42,96,138,0,0,43,22,6,1,45.25,50.68,42,96,131,119,133.0,142.33,116.58,125
2025-07-30 17:00:00,125,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,128,129,17,Summer,31,Evening,0,0,0,21,9,19,1,8,13,3,26,0.58,0.58,126,92,42,96,138,0,0,40,7,6,1,41.35,46.31,42,96,127,119,130.33,138.33,116.92,128
2025-07-30 18:00:00,128,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,129,126,18,Summer,31,Evening,0,0,0,23,10,21,1,11,12,5,32,0.587,0.587,128,90,42,96,138,0,0,45,5,1,1,44.48,49.82,42,96,125,123,127.67,133.83,117.17,129
2025-07-30 19:00:00,129,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,2,0,0,0,0,Normal Operations,0,128,119,19,Summer,31,Evening,0,0,0,25,11,24,1,12,13,7,38,0.592,0.592,129,89,42,96,138,0,0,47,3,0,1,47.45,53.14,42,96,128,124,126.67,129.83,117.38,128
2025-07-30 20:00:00,128,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,119,127,20,Summer,31,Evening,0,0,0,24,10,21,1,12,12,4,29,0.587,0.587,128,90,42,96,138,0,0,45,2,1,1,42.13,47.19,42,96,129,118,127.33,128.83,117.58,119
2025-07-30 21:00:00,119,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,114,119,21,Summer,31,Evening,0,0,0,22,9,11,1,11,11,4,29,0.58,0.58,126,92,42,96,138,0,0,33,2,0,0,41.7,46.7,42,96,128,99,128.33,128.0,118.0,114
2025-07-30 22:00:00,114,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,108,116,22,Summer,31,Evening,0,0,0,20,9,10,1,10,10,6,35,0.58,0.58,126,92,42,96,138,0,0,28,2,2,0,44.9,50.29,42,96,119,105,125.33,126.0,118.83,108
2025-07-30 23:00:00,108,2,Wednesday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,93,113,23,Summer,31,Night,0,0,0,18,8,11,1,9,9,3,26,0.58,0.58,126,92,36,82,118,0,0,22,1,2,0,39.85,44.63,36,82,114,106,120.33,123.83,119.21,93
2025-07-31 00:00:00,93,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,98,87,0,Summer,31,Night,0,0,0,18,8,10,1,7,11,1,21,0.58,0.58,126,92,36,82,118,0,0,6,7,0,0,38.15,42.73,36,82,108,86,113.67,121.0,119.29,98
2025-07-31 01:00:00,98,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,86,78,1,Summer,31,Night,0,0,0,17,7,8,1,6,11,4,29,0.58,0.58,126,92,36,82,118,0,0,11,6,0,0,42.7,47.82,36,82,93,93,105.0,115.17,119.58,86
2025-07-31 02:00:00,86,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,85,86,2,Summer,31,Night,0,0,0,14,6,10,0,5,9,2,24,0.58,0.58,126,92,36,82,118,0,0,0,5,1,0,39.25,43.96,36,82,98,85,99.67,110.0,119.79,85
2025-07-31 03:00:00,85,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,84,83,3,Summer,31,Night,0,0,0,18,8,9,1,7,11,2,24,0.58,0.58,126,92,36,82,118,0,0,0,3,3,0,38.75,43.4,36,82,86,89,92.33,103.0,119.83,84
2025-07-31 04:00:00,84,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,93,76,4,Summer,31,Night,0,0,0,15,6,7,0,6,9,3,26,0.58,0.58,126,92,36,82,118,0,0,0,4,1,0,40.6,45.47,36,82,85,86,89.67,97.33,119.67,93
2025-07-31 05:00:00,93,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,113,85,5,Summer,31,Night,0,0,0,18,8,11,1,7,11,5,32,0.58,0.58,126,92,36,82,118,0,0,6,5,1,0,44.05,49.34,36,82,84,87,85.0,92.33,119.58,113
2025-07-31 06:00:00,113,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,117,117,6,Summer,31,Night,0,0,0,19,8,14,1,7,12,3,26,0.58,0.58,126,92,36,82,118,0,0,27,9,2,0,41.85,46.87,36,82,93,113,87.33,89.83,119.83,117
2025-07-31 07:00:00,117,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,140,105,7,Summer,31,Morning,0,0,0,21,9,10,1,8,13,4,29,0.58,0.58,126,92,42,96,138,0,0,31,6,4,0,42.7,47.82,42,96,113,109,96.67,93.17,119.83,140
2025-07-31 08:00:00,140,3,Thursday,7,0,0,No Holiday,1,Heat,0,218,0,0,11,0,0,0,0,Normal Operations,0,151,134,8,Summer,31,Morning,0,0,0,34,15,13,1,13,21,8,40,0.642,0.642,140,78,42,96,138,0,0,69,20,5,1,56.33,63.09,42,96,117,135,107.67,96.33,120.17,151
